ClienteID,Nome_Cliente,Tipo_Cliente,Segmento_Cliente,Cidade,UF,Canal_Preferido,Data_Cadastro,Score_Risco
C000304,Cliente C000304,PF,Varejo,Londrina,PR,Online,2020-09-12,50.2
C000305,Cliente C000305,PJ,Atacado,Campos dos Goytacazes,RJ,Online,2020-04-26,82.1
C000306,Cliente C000306,PF,Varejo,Contagem,MG,Online,2023-05-29,78.8
C000307,Cliente C000307,PF,Varejo,Caucaia,CE,Online,2021-03-27,72.0
C000308,Cliente C000308,PF,Varejo,Brasília,DF,Loja Física,2020-10-20,63.6
C000309,Cliente C000309,PF,Varejo,Campinas,SP,Online,2022-03-03,86.0
C000310,Cliente C000310,PF,Varejo,Salvador,BA,Online,2021-12-09,75.8
C000311,Cliente C000311,PF,Varejo,Ponta Grossa,PR,Online,2022-03-31,56.6
C000312,Cliente C000312,PF,Varejo,Caucaia,CE,Loja Física,2022-05-05,85.8
C000313,Cliente C000313,PF,Varejo,Feira de Santana,BA,Loja Física,2022-03-22,77.8
C000314,Cliente C000314,PF,Varejo,Caruaru,PE,Loja Física,2022-10-09,31.5
C000315,Cliente C000315,PF,Atacado,Caxias do Sul,RS,Online,2022-02-16,100.0
C000316,Cliente C000316,PJ,Varejo,Niterói,RJ,Online,2025-02-02,78.1
C000317,Cliente C000317,PF,Varejo,Pelotas,RS,Loja Física,2020-07-03,51.4
C000318,Cliente C000318,PF,Atacado,Santa Maria,RS,Televendas,2021-11-14,74.5
C000319,Cliente C000319,PF,Varejo,Maracanaú,CE,Loja Física,2023-04-20,39.7
C000320,Cliente C000320,PF,Varejo,Florianópolis,SC,Online,2024-03-18,62.8
C000321,Cliente C000321,PF,Atacado,Chapecó,SC,Online,2024-01-31,86.5
C000322,Cliente C000322,PF,Varejo,Camaçari,BA,Online,2024-11-21,72.9
C000323,Cliente C000323,PF,Varejo,Taguatinga,DF,Online,2021-01-10,52.1
C000324,Cliente C000324,PF,Premium,Santos,SP,Marketplace,2022-12-31,69.3
C000325,Cliente C000325,PF,Premium,Campinas,SP,Online,2021-01-16,63.3
C000326,Cliente C000326,PJ,Varejo,Caruaru,PE,Loja Física,2024-09-11,32.0
C000327,Cliente C000327,PF,Varejo,Sorocaba,SP,Televendas,2023-05-04,100.0
C000328,Cliente C000328,PJ,Varejo,Juazeiro do Norte,CE,Loja Física,2021-09-24,64.8
C000329,Cliente C000329,PF,Varejo,Camaçari,BA,Marketplace,2023-04-04,69.7
C000330,Cliente C000330,PJ,Atacado,Belo Horizonte,MG,Loja Física,2022-10-19,79.1
C000331,Cliente C000331,PF,Varejo,Gama,DF,Televendas,2024-03-15,88.3
C000332,Cliente C000332,PJ,Varejo,Belo Horizonte,MG,Loja Física,2023-07-14,55.1
C000333,Cliente C000333,PJ,Premium,Niterói,RJ,Loja Física,2023-11-27,77.9
C000334,Cliente C000334,PF,Atacado,Caruaru,PE,Online,2022-06-27,78.9
C000335,Cliente C000335,PF,Varejo,Ponta Grossa,PR,Loja Física,2023-12-25,38.1
C000336,Cliente C000336,PJ,Atacado,Ribeirão Preto,SP,Loja Física,2020-02-12,85.7
C000337,Cliente C000337,PJ,Varejo,Porto Alegre,RS,Online,2021-02-27,77.9
C000338,Cliente C000338,PF,Corporate,Juiz de Fora,MG,Marketplace,2024-02-16,66.6
C000339,Cliente C000339,PF,Varejo,Blumenau,SC,Online,2024-11-28,50.1
C000340,Cliente C000340,PF,Varejo,Fortaleza,CE,Loja Física,2020-08-13,74.0
C000341,Cliente C000341,PF,Varejo,Juiz de Fora,MG,Online,2022-10-05,74.0
C000342,Cliente C000342,PF,Premium,Salvador,BA,Online,2024-01-14,57.2
C000343,Cliente C000343,PF,Varejo,Contagem,MG,Loja Física,2024-12-30,82.1
C000344,Cliente C000344,PJ,Varejo,Chapecó,SC,Loja Física,2022-05-08,78.2
C000345,Cliente C000345,PJ,Corporate,Ceilândia,DF,Loja Física,2023-11-16,74.1
C000346,Cliente C000346,PJ,Premium,Londrina,PR,Loja Física,2024-04-22,82.9
C000347,Cliente C000347,PF,Varejo,Joinville,SC,Online,2021-09-07,95.3
C000348,Cliente C000348,PF,Premium,Gama,DF,Online,2020-12-12,53.7
C000349,Cliente C000349,PF,Varejo,Rio de Janeiro,RJ,Online,2022-03-23,75.8
C000350,Cliente C000350,PF,Premium,Uberlândia,MG,Loja Física,2021-08-12,82.8
C000351,Cliente C000351,PF,Atacado,Ceilândia,DF,Online,2023-09-26,64.2
C000352,Cliente C000352,PJ,Varejo,São Paulo,SP,Online,2020-12-14,97.3
C000353,Cliente C000353,PF,Atacado,Campos dos Goytacazes,RJ,Marketplace,2020-09-07,52.2
C000354,Cliente C000354,PF,Varejo,Salvador,BA,Online,2022-10-31,76.1
C000355,Cliente C000355,PJ,Varejo,Ceilândia,DF,Loja Física,2022-05-07,45.5
C000356,Cliente C000356,PF,Varejo,Volta Redonda,RJ,Online,2023-12-03,75.8
C000357,Cliente C000357,PF,Varejo,Salvador,BA,Online,2023-08-26,72.2
C000358,Cliente C000358,PF,Premium,Taguatinga,DF,Televendas,2021-09-17,70.9
C000359,Cliente C000359,PF,Premium,Campinas,SP,Online,2021-09-12,92.3
C000360,Cliente C000360,PF,Atacado,Santa Maria,RS,Online,2022-11-30,66.8
C000361,Cliente C000361,PF,Varejo,Joinville,SC,Loja Física,2023-05-09,86.8
C000362,Cliente C000362,PJ,Premium,Vitória da Conquista,BA,Online,2024-04-03,83.3
C000363,Cliente C000363,PF,Premium,Vitória da Conquista,BA,Online,2020-09-09,73.1
C000364,Cliente C000364,PJ,Varejo,Contagem,MG,Loja Física,2023-07-28,54.9
C000365,Cliente C000365,PF,Varejo,Florianópolis,SC,Online,2023-06-17,78.2
C000366,Cliente C000366,PF,Atacado,Belo Horizonte,MG,Loja Física,2021-06-12,100.0
C000367,Cliente C000367,PJ,Varejo,Contagem,MG,Online,2023-08-16,75.7
C000368,Cliente C000368,PF,Varejo,Recife,PE,Online,2025-06-25,70.7
C000369,Cliente C000369,PF,Varejo,Jaboatão dos Guararapes,PE,Online,2024-03-22,77.5
C000370,Cliente C000370,PF,Varejo,Gama,DF,Loja Física,2020-09-19,85.7
C000371,Cliente C000371,PJ,Varejo,Curitiba,PR,Online,2024-06-06,56.6
C000372,Cliente C000372,PF,Varejo,Caxias do Sul,RS,Online,2024-06-04,68.8
C000373,Cliente C000373,PJ,Corporate,Recife,PE,Online,2024-09-14,93.3
C000374,Cliente C000374,PF,Varejo,Curitiba,PR,Online,2023-02-15,62.1
C000375,Cliente C000375,PF,Corporate,Caucaia,CE,Online,2024-03-16,65.1
C000376,Cliente C000376,PF,Varejo,Fortaleza,CE,Loja Física,2023-03-07,67.6
C000377,Cliente C000377,PJ,Varejo,Sorocaba,SP,Televendas,2023-03-29,83.6
C000378,Cliente C000378,PF,Corporate,Juiz de Fora,MG,Online,2022-02-17,96.2
C000379,Cliente C000379,PF,Varejo,Juiz de Fora,MG,Loja Física,2021-02-11,64.1
C000380,Cliente C000380,PF,Premium,Caxias do Sul,RS,Loja Física,2020-11-30,92.4
C000381,Cliente C000381,PF,Premium,Londrina,PR,Marketplace,2020-08-18,70.1
C000382,Cliente C000382,PJ,Varejo,Ribeirão Preto,SP,Televendas,2024-05-28,48.6
C000383,Cliente C000383,PF,Atacado,Chapecó,SC,Televendas,2021-04-04,60.1
C000384,Cliente C000384,PJ,Varejo,Camaçari,BA,Televendas,2024-04-14,56.8
C000385,Cliente C000385,PF,Corporate,Recife,PE,Online,2020-03-14,68.6
C000386,Cliente C000386,PJ,Varejo,Salvador,BA,Loja Física,2020-03-31,81.1
C000387,Cliente C000387,PF,Varejo,Campinas,SP,Loja Física,2024-02-05,71.7
C000388,Cliente C000388,PJ,Varejo,Belo Horizonte,MG,Online,2025-02-16,100.0
C000389,Cliente C000389,PF,Varejo,Sorocaba,SP,Online,2023-03-16,80.7
C000390,Cliente C000390,PF,Premium,Santos,SP,Marketplace,2021-01-15,67.1
C000391,Cliente C000391,PF,Varejo,Campos dos Goytacazes,RJ,Online,2021-10-28,67.2
C000392,Cliente C000392,PF,Premium,Sorocaba,SP,Marketplace,2022-08-14,78.5
C000393,Cliente C000393,PF,Corporate,Campinas,SP,Loja Física,2024-02-19,62.9
C000394,Cliente C000394,PF,Varejo,Florianópolis,SC,Online,2020-11-04,99.0
C000395,Cliente C000395,PF,Premium,Niterói,RJ,Loja Física,2024-01-08,93.3
C000396,Cliente C000396,PF,Atacado,Brasília,DF,Marketplace,2020-05-14,77.8
C000397,Cliente C000397,PF,Varejo,Campinas,SP,Online,2021-01-15,73.4
C000398,Cliente C000398,PF,Atacado,Contagem,MG,Online,2020-05-30,74.3
C000399,Cliente C000399,PF,Premium,Sorocaba,SP,Loja Física,2020-06-14,86.9
C000400,Cliente C000400,PF,Atacado,Sorocaba,SP,Online,2024-07-28,64.9
C000401,Cliente C000401,PF,Varejo,Porto Alegre,RS,Online,2022-08-01,74.8
C000402,Cliente C000402,PF,Premium,Brasília,DF,Loja Física,2021-11-19,63.7
C000403,Cliente C000403,PF,Varejo,Sorocaba,SP,Televendas,2020-03-15,57.5
C000404,Cliente C000404,PJ,Premium,Vitória da Conquista,BA,Loja Física,2021-04-29,68.2
C000405,Cliente C000405,PJ,Varejo,Curitiba,PR,Loja Física,2021-06-17,77.7
C000406,Cliente C000406,PF,Varejo,Salvador,BA,Online,2021-08-22,44.8
C000407,Cliente C000407,PF,Varejo,Santos,SP,Online,2021-01-19,54.1
C000408,Cliente C000408,PJ,Atacado,Uberlândia,MG,Online,2024-09-10,66.2
C000409,Cliente C000409,PJ,Varejo,Fortaleza,CE,Marketplace,2025-05-25,79.0
C000410,Cliente C000410,PF,Corporate,Caucaia,CE,Loja Física,2023-02-22,87.9
C000411,Cliente C000411,PF,Varejo,Ribeirão Preto,SP,Online,2024-04-13,52.3
C000412,Cliente C000412,PF,Varejo,Sorocaba,SP,Online,2024-01-24,77.6
C000413,Cliente C000413,PF,Varejo,Juiz de Fora,MG,Marketplace,2022-11-17,71.8
C000414,Cliente C000414,PF,Varejo,Fortaleza,CE,Loja Física,2025-07-14,54.4
C000415,Cliente C000415,PJ,Varejo,Jaboatão dos Guararapes,PE,Televendas,2025-04-16,86.9
C000416,Cliente C000416,PF,Corporate,Belo Horizonte,MG,Marketplace,2020-10-21,82.0
C000417,Cliente C000417,PJ,Corporate,Rio de Janeiro,RJ,Loja Física,2023-12-10,90.2
C000418,Cliente C000418,PF,Varejo,Santos,SP,Marketplace,2020-02-22,62.2
C000419,Cliente C000419,PF,Atacado,Londrina,PR,Marketplace,2022-02-25,69.9
C000420,Cliente C000420,PF,Varejo,Curitiba,PR,Televendas,2022-06-12,46.7
C000421,Cliente C000421,PJ,Varejo,Rio de Janeiro,RJ,Marketplace,2022-09-26,100.0
C000422,Cliente C000422,PF,Varejo,Contagem,MG,Marketplace,2020-06-22,83.8
C000423,Cliente C000423,PF,Corporate,Maracanaú,CE,Loja Física,2024-12-03,96.4
C000424,Cliente C000424,PF,Varejo,Curitiba,PR,Online,2022-05-05,61.6
C000425,Cliente C000425,PF,Varejo,Caxias do Sul,RS,Loja Física,2022-06-19,55.5
C000426,Cliente C000426,PJ,Varejo,Juazeiro do Norte,CE,Loja Física,2020-09-22,37.1
C000427,Cliente C000427,PF,Varejo,Niterói,RJ,Loja Física,2023-01-14,78.4
C000428,Cliente C000428,PF,Varejo,Juazeiro do Norte,CE,Loja Física,2021-02-09,100.0
C000429,Cliente C000429,PF,Premium,Londrina,PR,Online,2024-06-21,52.8
C000430,Cliente C000430,PF,Varejo,Juiz de Fora,MG,Marketplace,2023-12-01,78.6
C000431,Cliente C000431,PF,Atacado,Fortaleza,CE,Loja Física,2022-01-20,73.7
C000432,Cliente C000432,PF,Varejo,Maracanaú,CE,Loja Física,2020-08-30,60.7
C000433,Cliente C000433,PJ,Premium,Ponta Grossa,PR,Online,2025-02-12,54.8
C000434,Cliente C000434,PF,Varejo,Curitiba,PR,Online,2025-01-13,72.4
C000435,Cliente C000435,PJ,Varejo,Santos,SP,Marketplace,2021-12-18,77.2
C000436,Cliente C000436,PF,Varejo,Santa Maria,RS,Marketplace,2025-02-20,41.7
C000437,Cliente C000437,PF,Varejo,Uberlândia,MG,Marketplace,2021-09-02,71.2
C000438,Cliente C000438,PF,Varejo,Curitiba,PR,Online,2023-01-01,90.8
C000439,Cliente C000439,PJ,Atacado,Curitiba,PR,Online,2024-09-06,84.7
C000440,Cliente C000440,PF,Corporate,Caucaia,CE,Loja Física,2023-05-02,45.8
C000441,Cliente C000441,PF,Varejo,Camaçari,BA,Loja Física,2021-12-13,88.9
C000442,Cliente C000442,PJ,Atacado,Contagem,MG,Loja Física,2022-09-03,74.6
C000443,Cliente C000443,PJ,Premium,Taguatinga,DF,Marketplace,2024-12-11,70.3
C000444,Cliente C000444,PF,Varejo,Salvador,BA,Marketplace,2025-04-09,53.5
C000445,Cliente C000445,PF,Varejo,Sorocaba,SP,Online,2023-07-26,77.4
C000446,Cliente C000446,PF,Premium,Salvador,BA,Loja Física,2023-12-15,83.6
C000447,Cliente C000447,PF,Atacado,Chapecó,SC,Loja Física,2020-02-20,64.4
C000448,Cliente C000448,PF,Varejo,Taguatinga,DF,Online,2025-03-19,73.2
C000449,Cliente C000449,PF,Atacado,Campos dos Goytacazes,RJ,Online,2025-02-13,70.6
C000450,Cliente C000450,PJ,Corporate,São Paulo,SP,Loja Física,2024-12-12,60.7
C000451,Cliente C000451,PF,Varejo,Londrina,PR,Online,2022-01-12,83.2
C000452,Cliente C000452,PJ,Premium,Santa Maria,RS,Televendas,2022-09-24,59.2
C000453,Cliente C000453,PF,Atacado,Volta Redonda,RJ,Online,2024-07-14,81.9
C000454,Cliente C000454,PJ,Atacado,Juazeiro do Norte,CE,Loja Física,2022-03-16,73.0
C000455,Cliente C000455,PF,Corporate,Ribeirão Preto,SP,Televendas,2024-10-24,70.4
C000456,Cliente C000456,PF,Varejo,Ribeirão Preto,SP,Online,2023-01-21,79.8
C000457,Cliente C000457,PJ,Premium,Caruaru,PE,Online,2024-07-25,73.3
C000458,Cliente C000458,PF,Atacado,Ribeirão Preto,SP,Loja Física,2022-05-03,61.5
C000459,Cliente C000459,PJ,Premium,Brasília,DF,Loja Física,2023-06-14,84.4
C000460,Cliente C000460,PJ,Varejo,Caucaia,CE,Televendas,2022-02-09,91.7
C000461,Cliente C000461,PF,Varejo,Sorocaba,SP,Marketplace,2024-02-29,67.2
C000462,Cliente C000462,PF,Varejo,Taguatinga,DF,Online,2021-02-06,70.4
C000463,Cliente C000463,PJ,Varejo,Porto Alegre,RS,Online,2024-05-15,78.7
C000464,Cliente C000464,PF,Varejo,Sorocaba,SP,Loja Física,2022-11-01,84.5
C000465,Cliente C000465,PF,Varejo,São Paulo,SP,Loja Física,2021-04-05,77.0
C000466,Cliente C000466,PF,Atacado,Rio de Janeiro,RJ,Marketplace,2023-11-07,58.1
C000467,Cliente C000467,PF,Varejo,Camaçari,BA,Marketplace,2021-07-22,74.7
C000468,Cliente C000468,PF,Varejo,Florianópolis,SC,Loja Física,2024-07-28,50.1
C000469,Cliente C000469,PF,Premium,Ceilândia,DF,Online,2020-02-27,72.0
C000470,Cliente C000470,PF,Varejo,Ribeirão Preto,SP,Loja Física,2022-07-30,64.4
C000471,Cliente C000471,PF,Corporate,Volta Redonda,RJ,Online,2023-05-06,40.0
C000472,Cliente C000472,PJ,Varejo,São Paulo,SP,Marketplace,2024-08-27,90.1
C000473,Cliente C000473,PF,Premium,Porto Alegre,RS,Televendas,2021-08-22,86.5
C000474,Cliente C000474,PF,Varejo,Maracanaú,CE,Marketplace,2023-10-27,96.9
C000475,Cliente C000475,PF,Varejo,Campinas,SP,Loja Física,2023-06-01,65.8
C000476,Cliente C000476,PF,Atacado,Santos,SP,Online,2025-07-07,57.7
C000477,Cliente C000477,PJ,Varejo,Ponta Grossa,PR,Online,2024-07-29,38.0
C000478,Cliente C000478,PJ,Premium,Londrina,PR,Loja Física,2023-05-18,85.9
C000479,Cliente C000479,PF,Varejo,Contagem,MG,Online,2020-08-11,86.6
C000480,Cliente C000480,PF,Varejo,Recife,PE,Marketplace,2023-01-29,69.4
C000481,Cliente C000481,PF,Varejo,Ribeirão Preto,SP,Televendas,2020-04-14,48.3
C000482,Cliente C000482,PJ,Varejo,Santos,SP,Online,2023-06-03,75.5
C000483,Cliente C000483,PF,Premium,Ceilândia,DF,Online,2024-11-21,50.4
C000484,Cliente C000484,PJ,Varejo,Fortaleza,CE,Marketplace,2022-11-19,89.5
C000485,Cliente C000485,PJ,Premium,Londrina,PR,Online,2024-03-20,63.5
C000486,Cliente C000486,PF,Varejo,Pelotas,RS,Online,2021-06-17,47.7
C000487,Cliente C000487,PF,Premium,Pelotas,RS,Televendas,2021-05-17,54.7
C000488,Cliente C000488,PF,Premium,Ceilândia,DF,Online,2023-09-04,79.9
C000489,Cliente C000489,PF,Varejo,Sorocaba,SP,Televendas,2024-08-13,75.2
C000490,Cliente C000490,PF,Premium,Caucaia,CE,Online,2024-11-01,39.8
C000491,Cliente C000491,PF,Varejo,Campinas,SP,Marketplace,2020-07-24,81.8
C000492,Cliente C000492,PF,Varejo,Salvador,BA,Loja Física,2022-02-18,79.7
C000493,Cliente C000493,PF,Atacado,Belo Horizonte,MG,Online,2022-12-10,86.5
C000494,Cliente C000494,PF,Corporate,Santa Maria,RS,Marketplace,2024-10-25,53.9
C000495,Cliente C000495,PF,Varejo,Olinda,PE,Loja Física,2021-11-16,71.2
C000496,Cliente C000496,PJ,Corporate,Sorocaba,SP,Loja Física,2021-07-29,49.2
C000497,Cliente C000497,PF,Varejo,Uberlândia,MG,Loja Física,2024-12-02,76.3
C000498,Cliente C000498,PF,Corporate,Porto Alegre,RS,Televendas,2024-04-08,70.3
C000499,Cliente C000499,PF,Varejo,Camaçari,BA,Marketplace,2022-12-31,52.7
C000500,Cliente C000500,PJ,Premium,Londrina,PR,Loja Física,2023-04-15,67.6
C000501,Cliente C000501,PJ,Varejo,Chapecó,SC,Online,2021-04-13,75.6
C000502,Cliente C000502,PF,Varejo,Salvador,BA,Online,2023-04-13,72.0
C000503,Cliente C000503,PF,Varejo,Camaçari,BA,Marketplace,2020-08-14,65.3
C000504,Cliente C000504,PF,Corporate,São Paulo,SP,Marketplace,2023-12-02,71.4
C000505,Cliente C000505,PF,Premium,Santos,SP,Loja Física,2020-04-22,67.7
C000506,Cliente C000506,PF,Atacado,Ponta Grossa,PR,Marketplace,2024-02-18,68.4
C000507,Cliente C000507,PF,Premium,Maracanaú,CE,Loja Física,2023-04-09,61.4
C000508,Cliente C000508,PF,Varejo,Londrina,PR,Televendas,2020-10-12,78.3
C000509,Cliente C000509,PF,Varejo,Juazeiro do Norte,CE,Loja Física,2021-05-09,35.9
C000510,Cliente C000510,PF,Atacado,Camaçari,BA,Marketplace,2020-07-14,61.6
C000511,Cliente C000511,PF,Atacado,Camaçari,BA,Loja Física,2023-12-09,75.2
C000512,Cliente C000512,PJ,Premium,Uberlândia,MG,Loja Física,2023-08-08,74.4
C000513,Cliente C000513,PJ,Premium,Feira de Santana,BA,Loja Física,2021-04-14,71.2
C000514,Cliente C000514,PJ,Varejo,Juiz de Fora,MG,Online,2020-04-11,57.1
C000515,Cliente C000515,PF,Premium,Maracanaú,CE,Loja Física,2021-03-09,76.2
C000516,Cliente C000516,PJ,Varejo,Londrina,PR,Online,2021-12-17,52.8
C000517,Cliente C000517,PF,Varejo,Sorocaba,SP,Online,2022-08-03,65.2
C000518,Cliente C000518,PF,Atacado,Sorocaba,SP,Loja Física,2020-06-22,56.4
C000519,Cliente C000519,PJ,Varejo,Maringá,PR,Online,2021-10-23,65.2
C000520,Cliente C000520,PF,Corporate,Uberlândia,MG,Online,2024-11-09,83.2
C000521,Cliente C000521,PF,Varejo,Brasília,DF,Online,2022-06-20,62.7
C000522,Cliente C000522,PJ,Varejo,Blumenau,SC,Marketplace,2025-02-20,91.8
C000523,Cliente C000523,PF,Corporate,Belo Horizonte,MG,Loja Física,2021-08-01,54.3
C000524,Cliente C000524,PF,Varejo,Caucaia,CE,Loja Física,2021-12-14,72.7
C000525,Cliente C000525,PF,Varejo,Campinas,SP,Marketplace,2021-09-23,67.5
C000526,Cliente C000526,PF,Premium,Belo Horizonte,MG,Online,2025-01-27,83.7
C000527,Cliente C000527,PF,Varejo,Juazeiro do Norte,CE,Online,2024-10-17,65.1
C000528,Cliente C000528,PF,Atacado,Curitiba,PR,Loja Física,2021-02-17,69.4
C000529,Cliente C000529,PF,Varejo,Uberlândia,MG,Loja Física,2023-05-18,78.2
C000530,Cliente C000530,PF,Premium,Juazeiro do Norte,CE,Loja Física,2022-09-18,74.7
C000531,Cliente C000531,PF,Varejo,Belo Horizonte,MG,Loja Física,2023-08-16,63.7
C000532,Cliente C000532,PJ,Varejo,Caxias do Sul,RS,Loja Física,2025-04-28,73.8
C000533,Cliente C000533,PF,Atacado,Volta Redonda,RJ,Loja Física,2020-12-02,82.3
C000534,Cliente C000534,PF,Corporate,Fortaleza,CE,Loja Física,2021-01-12,60.2
C000535,Cliente C000535,PF,Varejo,Belo Horizonte,MG,Loja Física,2023-08-31,80.4
C000536,Cliente C000536,PF,Varejo,Florianópolis,SC,Marketplace,2024-10-24,72.3
C000537,Cliente C000537,PF,Corporate,Porto Alegre,RS,Televendas,2020-07-02,66.0
C000538,Cliente C000538,PF,Atacado,Ceilândia,DF,Loja Física,2024-08-30,52.5
C000539,Cliente C000539,PF,Premium,Santos,SP,Loja Física,2023-07-29,71.8
C000540,Cliente C000540,PF,Varejo,Sorocaba,SP,Loja Física,2022-09-22,76.6
C000541,Cliente C000541,PF,Atacado,Brasília,DF,Loja Física,2024-09-12,67.9
C000542,Cliente C000542,PF,Corporate,Porto Alegre,RS,Online,2023-04-07,73.9
C000543,Cliente C000543,PJ,Varejo,Camaçari,BA,Online,2023-04-22,59.7
C000544,Cliente C000544,PJ,Atacado,São Paulo,SP,Online,2024-03-19,89.8
C000545,Cliente C000545,PF,Varejo,Santa Maria,RS,Marketplace,2024-04-15,49.2
C000546,Cliente C000546,PF,Varejo,Joinville,SC,Online,2024-09-22,57.1
C000547,Cliente C000547,PF,Varejo,Maringá,PR,Loja Física,2022-03-26,60.8
C000548,Cliente C000548,PF,Varejo,Caxias do Sul,RS,Loja Física,2022-01-30,57.5
C000549,Cliente C000549,PF,Varejo,Juiz de Fora,MG,Online,2021-03-09,70.5
C000550,Cliente C000550,PF,Corporate,Ribeirão Preto,SP,Online,2025-05-21,100.0
C000551,Cliente C000551,PF,Varejo,Fortaleza,CE,Online,2024-06-19,77.2
C000552,Cliente C000552,PF,Atacado,Rio de Janeiro,RJ,Online,2020-11-04,85.8
C000553,Cliente C000553,PF,Varejo,Campos dos Goytacazes,RJ,Loja Física,2020-08-21,61.2
C000554,Cliente C000554,PF,Varejo,Uberlândia,MG,Loja Física,2025-03-20,58.1
C000555,Cliente C000555,PF,Varejo,Pelotas,RS,Online,2022-10-14,55.1
C000556,Cliente C000556,PJ,Varejo,Contagem,MG,Online,2024-02-05,56.3
C000557,Cliente C000557,PF,Premium,Ribeirão Preto,SP,Marketplace,2024-04-12,42.4
C000558,Cliente C000558,PF,Atacado,Salvador,BA,Loja Física,2020-07-08,58.4
C000559,Cliente C000559,PF,Varejo,São Paulo,SP,Marketplace,2020-06-23,54.6
C000560,Cliente C000560,PJ,Varejo,Porto Alegre,RS,Televendas,2023-02-07,61.8
C000561,Cliente C000561,PF,Varejo,Maracanaú,CE,Online,2024-07-22,42.1
C000562,Cliente C000562,PJ,Varejo,Sorocaba,SP,Marketplace,2021-02-06,59.0
C000563,Cliente C000563,PF,Premium,Olinda,PE,Marketplace,2022-01-06,62.6
C000564,Cliente C000564,PF,Atacado,Jaboatão dos Guararapes,PE,Online,2020-02-27,46.4
C000565,Cliente C000565,PF,Varejo,Contagem,MG,Online,2022-07-09,58.7
C000566,Cliente C000566,PF,Varejo,Chapecó,SC,Loja Física,2021-12-15,77.0
C000567,Cliente C000567,PF,Atacado,Maringá,PR,Marketplace,2022-06-05,85.1
C000568,Cliente C000568,PF,Atacado,Rio de Janeiro,RJ,Loja Física,2020-10-12,78.9
C000569,Cliente C000569,PJ,Varejo,Rio de Janeiro,RJ,Marketplace,2024-05-03,90.4
C000570,Cliente C000570,PF,Varejo,Belo Horizonte,MG,Online,2021-10-04,67.3
C000571,Cliente C000571,PF,Corporate,Gama,DF,Online,2024-07-30,59.2
C000572,Cliente C000572,PF,Varejo,Niterói,RJ,Loja Física,2021-10-29,60.2
C000573,Cliente C000573,PF,Varejo,Pelotas,RS,Online,2023-10-01,91.8
C000574,Cliente C000574,PF,Corporate,Maringá,PR,Marketplace,2025-01-28,86.6
C000575,Cliente C000575,PF,Varejo,Campos dos Goytacazes,RJ,Online,2023-06-18,79.1
C000576,Cliente C000576,PF,Varejo,Vitória da Conquista,BA,Marketplace,2021-04-08,62.5
C000577,Cliente C000577,PJ,Premium,Contagem,MG,Loja Física,2024-03-06,71.4
C000578,Cliente C000578,PF,Varejo,Salvador,BA,Loja Física,2022-05-22,53.3
C000579,Cliente C000579,PJ,Varejo,Ribeirão Preto,SP,Online,2024-05-14,54.8
C000580,Cliente C000580,PF,Varejo,Maracanaú,CE,Loja Física,2023-01-27,97.4
C000581,Cliente C000581,PF,Premium,Fortaleza,CE,Marketplace,2024-02-02,92.2
C000582,Cliente C000582,PF,Varejo,Pelotas,RS,Online,2021-08-21,57.6
C000583,Cliente C000583,PJ,Varejo,Santos,SP,Online,2025-06-27,52.4
C000584,Cliente C000584,PF,Atacado,Maracanaú,CE,Loja Física,2023-09-10,98.9
C000585,Cliente C000585,PF,Varejo,Juiz de Fora,MG,Online,2024-04-03,58.6
C000586,Cliente C000586,PF,Premium,Rio de Janeiro,RJ,Loja Física,2025-06-18,58.7
C000587,Cliente C000587,PF,Varejo,Londrina,PR,Loja Física,2023-09-25,65.7
C000588,Cliente C000588,PF,Corporate,Taguatinga,DF,Online,2024-02-13,80.6
C000589,Cliente C000589,PF,Premium,Rio de Janeiro,RJ,Marketplace,2020-01-29,71.7
C000590,Cliente C000590,PF,Varejo,Ribeirão Preto,SP,Loja Física,2022-02-14,84.3
C000591,Cliente C000591,PF,Corporate,Santos,SP,Loja Física,2024-02-14,47.8
C000592,Cliente C000592,PF,Corporate,Recife,PE,Loja Física,2022-02-24,54.9
C000593,Cliente C000593,PF,Corporate,Londrina,PR,Loja Física,2020-10-12,56.0
C000594,Cliente C000594,PF,Premium,Londrina,PR,Online,2025-06-09,76.6
C000595,Cliente C000595,PF,Varejo,Volta Redonda,RJ,Loja Física,2022-02-01,98.3
C000596,Cliente C000596,PJ,Varejo,Ponta Grossa,PR,Online,2021-05-07,53.2
C000597,Cliente C000597,PF,Varejo,Joinville,SC,Loja Física,2021-01-30,91.9
C000598,Cliente C000598,PF,Premium,Feira de Santana,BA,Online,2020-09-20,79.5
C000599,Cliente C000599,PJ,Atacado,Niterói,RJ,Loja Física,2023-08-30,86.2
C000600,Cliente C000600,PF,Atacado,Feira de Santana,BA,Online,2025-03-17,71.4
C000601,Cliente C000601,PF,Varejo,Ceilândia,DF,Online,2025-07-13,87.4
C000602,Cliente C000602,PF,Corporate,Uberlândia,MG,Loja Física,2020-11-08,64.6
C000603,Cliente C000603,PF,Atacado,Feira de Santana,BA,Online,2022-01-26,63.4
C000604,Cliente C000604,PF,Varejo,Juiz de Fora,MG,Online,2024-08-13,67.7
C000605,Cliente C000605,PF,Atacado,Maracanaú,CE,Marketplace,2023-01-18,69.4
C000606,Cliente C000606,PF,Varejo,Ribeirão Preto,SP,Loja Física,2022-12-07,79.0
