date,channel,campaign_id,campaign_name,utm_source,utm_medium,ad_set,creative_id,impressions,clicks,spend_usd,conversions,revenue_usd,ctr_%,avg_cpc_usd,roas,audience_segment,age_range
2025-01-20,Search,CMP0184,Search_184,search,cpc,AS535,CR6913,106007,1141,313.45,55,3573.92,1.08,0.27,11.4,Lookalike,25-34
2025-01-20,Search,CMP0185,Search_185,search,cpc,AS254,CR4704,97865,2436,3364.98,93,3991.81,2.49,1.38,1.19,Prospects,55+
2025-01-20,Display,CMP0186,Display_186,display,banner,AS602,CR8548,74427,2220,1887.06,111,9341.03,2.98,0.85,4.95,Prospects,25-34
2025-01-20,Display,CMP0187,Display_187,display,banner,AS206,CR8659,127101,1420,865.53,65,7268.29,1.12,0.61,8.4,Loyalty,35-44
2025-01-20,Social,CMP0188,Social_188,social,social,AS531,CR9982,140518,1620,698.72,54,1685.39,1.15,0.43,2.41,Retargeting,25-34
2025-01-20,Social,CMP0189,Social_189,social,social,AS951,CR9913,57903,1085,884.63,39,672.46,1.87,0.82,0.76,Retargeting,25-34
2025-01-20,Social,CMP0190,Social_190,social,social,AS493,CR1469,86016,2544,970.97,51,1038.39,2.96,0.38,1.07,Prospects,18-24
2025-01-20,Email,CMP0191,Email_191,email,email,AS335,CR3469,138110,1859,1257.47,82,7211.61,1.35,0.68,5.74,Lookalike,35-44
2025-01-20,Email,CMP0192,Email_192,email,email,AS694,CR5914,99031,2535,3542.35,41,3578.83,2.56,1.4,1.01,Retargeting,18-24
2025-01-20,Email,CMP0193,Email_193,email,email,AS654,CR7684,61133,1522,1644.92,72,5775.82,2.49,1.08,3.51,Prospects,35-44
2025-01-20,Affiliate,CMP0194,Affiliate_194,affiliate,affiliate,AS855,CR9086,107098,2258,2126.02,40,1527.46,2.11,0.94,0.72,Loyalty,25-34
2025-01-20,Affiliate,CMP0195,Affiliate_195,affiliate,affiliate,AS455,CR8831,106091,2633,2410.35,77,4074.55,2.48,0.92,1.69,Loyalty,35-44
2025-01-20,Affiliate,CMP0196,Affiliate_196,affiliate,affiliate,AS833,CR4139,76351,862,535.53,35,1122.01,1.13,0.62,2.1,Lookalike,18-24
2025-01-21,Search,CMP0197,Search_197,search,cpc,AS923,CR5989,81696,1978,1752.57,32,1391.59,2.42,0.89,0.79,Prospects,45-54
2025-01-21,Search,CMP0198,Search_198,search,cpc,AS547,CR5469,22820,163,121.57,5,414.41,0.71,0.75,3.41,Retargeting,25-34
2025-01-21,Display,CMP0199,Display_199,display,banner,AS933,CR3837,108347,544,119.25,23,1827.09,0.5,0.22,15.32,Lookalike,18-24
2025-01-21,Display,CMP0200,Display_200,display,banner,AS574,CR4720,71881,1440,1166.29,55,1388.98,2.0,0.81,1.19,Retargeting,18-24
2025-01-21,Display,CMP0201,Display_201,display,banner,AS670,CR9149,120934,2925,1676.9,87,6268.53,2.42,0.57,3.74,Lookalike,45-54
2025-01-21,Social,CMP0202,Social_202,social,social,AS984,CR8124,43260,1062,998.94,41,2583.03,2.45,0.94,2.59,Retargeting,35-44
2025-01-21,Social,CMP0203,Social_203,social,social,AS265,CR8162,14081,123,145.53,2,138.39,0.87,1.18,0.95,Loyalty,45-54
2025-01-21,Email,CMP0204,Email_204,email,email,AS106,CR9033,142584,3826,2975.95,106,7600.73,2.68,0.78,2.55,Prospects,35-44
2025-01-21,Email,CMP0205,Email_205,email,email,AS558,CR5893,44162,820,875.25,24,516.57,1.86,1.07,0.59,Prospects,55+
2025-01-21,Email,CMP0206,Email_206,email,email,AS377,CR4703,76799,2224,3236.93,74,5907.95,2.9,1.46,1.83,Prospects,18-24
2025-01-21,Affiliate,CMP0207,Affiliate_207,affiliate,affiliate,AS617,CR8930,148021,1485,1237.44,74,8197.41,1.0,0.83,6.62,Retargeting,18-24
2025-01-21,Affiliate,CMP0208,Affiliate_208,affiliate,affiliate,AS871,CR1128,83294,727,261.41,36,1686.93,0.87,0.36,6.45,Loyalty,45-54
2025-01-21,Affiliate,CMP0209,Affiliate_209,affiliate,affiliate,AS513,CR2627,86076,1568,2093.1,79,1850.96,1.82,1.33,0.88,Loyalty,55+
2025-01-22,Search,CMP0210,Search_210,search,cpc,AS757,CR8206,11010,114,29.46,5,113.63,1.03,0.26,3.86,Lookalike,35-44
2025-01-22,Search,CMP0211,Search_211,search,cpc,AS506,CR3674,118239,2810,4207.78,82,9359.59,2.38,1.5,2.22,Loyalty,25-34
2025-01-22,Search,CMP0212,Search_212,search,cpc,AS872,CR4500,103359,1574,920.74,43,3611.55,1.52,0.58,3.92,Lookalike,25-34
2025-01-22,Display,CMP0213,Display_213,display,banner,AS257,CR7801,120309,1796,2003.84,33,855.32,1.49,1.12,0.43,Retargeting,25-34
2025-01-22,Social,CMP0214,Social_214,social,social,AS231,CR9054,144449,3585,4611.53,96,10322.38,2.48,1.29,2.24,Prospects,45-54
2025-01-22,Social,CMP0215,Social_215,social,social,AS475,CR6199,16076,422,605.22,8,205.15,2.62,1.43,0.34,Prospects,45-54
2025-01-22,Social,CMP0216,Social_216,social,social,AS415,CR9736,145770,762,1035.32,31,1450.87,0.52,1.36,1.4,Lookalike,18-24
2025-01-22,Email,CMP0217,Email_217,email,email,AS226,CR7216,149901,3267,4233.59,19,1567.39,2.18,1.3,0.37,Lookalike,25-34
2025-01-22,Email,CMP0218,Email_218,email,email,AS790,CR8208,80731,480,341.08,6,186.23,0.59,0.71,0.55,Loyalty,55+
2025-01-22,Affiliate,CMP0219,Affiliate_219,affiliate,affiliate,AS789,CR5980,147502,1475,1397.83,38,3435.29,1.0,0.95,2.46,Loyalty,55+
2025-01-22,Affiliate,CMP0220,Affiliate_220,affiliate,affiliate,AS323,CR4934,130511,2728,2257.19,134,5496.09,2.09,0.83,2.43,Prospects,25-34
2025-01-22,Affiliate,CMP0221,Affiliate_221,affiliate,affiliate,AS475,CR4015,118305,3331,1759.89,125,6948.32,2.81,0.53,3.95,Prospects,45-54
2025-01-23,Search,CMP0222,Search_222,search,cpc,AS576,CR3086,37203,1092,430.63,40,2051.16,2.93,0.39,4.76,Prospects,18-24
2025-01-23,Search,CMP0223,Search_223,search,cpc,AS120,CR6902,101329,2197,2718.79,66,7784.63,2.17,1.24,2.86,Loyalty,25-34
2025-01-23,Display,CMP0224,Display_224,display,banner,AS874,CR2099,95262,479,218.28,9,557.17,0.5,0.46,2.55,Retargeting,35-44
2025-01-23,Social,CMP0225,Social_225,social,social,AS542,CR5684,81366,593,505.18,7,306.42,0.73,0.85,0.61,Prospects,45-54
2025-01-23,Email,CMP0226,Email_226,email,email,AS167,CR2897,109329,1718,2405.38,17,2008.89,1.57,1.4,0.84,Prospects,18-24
2025-01-23,Email,CMP0227,Email_227,email,email,AS158,CR7364,139727,3575,2491.93,169,10867.84,2.56,0.7,4.36,Loyalty,35-44
2025-01-23,Email,CMP0228,Email_228,email,email,AS448,CR4577,107485,1059,874.05,20,2111.37,0.98,0.83,2.42,Prospects,25-34
2025-01-23,Affiliate,CMP0229,Affiliate_229,affiliate,affiliate,AS815,CR2117,95690,2510,3128.32,126,13099.88,2.62,1.25,4.19,Prospects,45-54
2025-01-24,Search,CMP0230,Search_230,search,cpc,AS749,CR3688,25892,624,918.68,21,611.41,2.41,1.47,0.67,Prospects,35-44
2025-01-24,Search,CMP0231,Search_231,search,cpc,AS994,CR5073,107894,2397,611.69,68,4924.64,2.22,0.26,8.05,Loyalty,18-24
2025-01-24,Display,CMP0232,Display_232,display,banner,AS131,CR5767,120651,3490,3719.67,142,9817.53,2.89,1.07,2.64,Retargeting,55+
2025-01-24,Display,CMP0233,Display_233,display,banner,AS307,CR1013,39735,219,55.44,4,370.9,0.55,0.25,6.69,Prospects,45-54
2025-01-24,Social,CMP0234,Social_234,social,social,AS262,CR7074,95387,2520,2863.77,124,13562.7,2.64,1.14,4.74,Lookalike,18-24
2025-01-24,Social,CMP0235,Social_235,social,social,AS765,CR4422,108384,1190,704.2,39,2328.72,1.1,0.59,3.31,Prospects,25-34
2025-01-24,Social,CMP0236,Social_236,social,social,AS997,CR5618,42869,583,517.76,20,866.16,1.36,0.89,1.67,Lookalike,55+
2025-01-24,Email,CMP0237,Email_237,email,email,AS528,CR4797,33040,314,267.62,16,947.26,0.95,0.85,3.54,Prospects,35-44
2025-01-24,Email,CMP0238,Email_238,email,email,AS428,CR7790,41343,1062,1157.42,26,1435.77,2.57,1.09,1.24,Prospects,45-54
2025-01-24,Affiliate,CMP0239,Affiliate_239,affiliate,affiliate,AS635,CR9443,102392,649,283.03,7,247.1,0.63,0.44,0.87,Loyalty,45-54
2025-01-24,Affiliate,CMP0240,Affiliate_240,affiliate,affiliate,AS117,CR4877,13962,280,330.19,5,469.48,2.0,1.18,1.42,Prospects,25-34
2025-01-24,Affiliate,CMP0241,Affiliate_241,affiliate,affiliate,AS965,CR6993,111834,1482,1435.29,70,2648.66,1.32,0.97,1.85,Loyalty,25-34
2025-01-25,Search,CMP0242,Search_242,search,cpc,AS854,CR5005,11549,214,155.89,11,262.35,1.85,0.73,1.68,Prospects,45-54
2025-01-25,Display,CMP0243,Display_243,display,banner,AS559,CR7956,27060,488,384.23,21,2432.95,1.8,0.79,6.33,Lookalike,18-24
2025-01-25,Display,CMP0244,Display_244,display,banner,AS374,CR7238,26878,593,431.42,30,2519.99,2.2,0.73,5.84,Loyalty,35-44
2025-01-25,Display,CMP0245,Display_245,display,banner,AS982,CR3835,47857,527,628.23,24,1776.41,1.1,1.19,2.83,Loyalty,35-44
2025-01-25,Social,CMP0246,Social_246,social,social,AS304,CR1080,141681,2675,1984.89,62,5456.71,1.89,0.74,2.75,Retargeting,55+
2025-01-25,Social,CMP0247,Social_247,social,social,AS793,CR1602,143630,3775,4539.06,67,3659.09,2.63,1.2,0.81,Loyalty,18-24
2025-01-25,Email,CMP0248,Email_248,email,email,AS674,CR4129,127894,2522,2383.85,19,1053.66,1.97,0.95,0.44,Loyalty,45-54
2025-01-25,Email,CMP0249,Email_249,email,email,AS664,CR3886,129725,783,161.43,17,687.92,0.6,0.21,4.26,Prospects,55+
2025-01-25,Email,CMP0250,Email_250,email,email,AS329,CR3342,51725,310,237.41,11,262.26,0.6,0.77,1.1,Loyalty,45-54
2025-01-25,Affiliate,CMP0251,Affiliate_251,affiliate,affiliate,AS377,CR1814,59670,1337,457.84,41,2424.11,2.24,0.34,5.29,Prospects,35-44
2025-01-26,Search,CMP0252,Search_252,search,cpc,AS767,CR3788,87466,2296,557.54,44,3041.3,2.62,0.24,5.45,Lookalike,55+
2025-01-26,Display,CMP0253,Display_253,display,banner,AS753,CR1504,64836,1845,2352.07,36,2801.17,2.85,1.27,1.19,Loyalty,18-24
2025-01-26,Display,CMP0254,Display_254,display,banner,AS106,CR5693,35353,358,190.4,17,623.52,1.01,0.53,3.27,Prospects,18-24
2025-01-26,Social,CMP0255,Social_255,social,social,AS664,CR6009,103451,2991,634.59,136,15261.1,2.89,0.21,24.05,Retargeting,45-54
2025-01-26,Social,CMP0256,Social_256,social,social,AS663,CR9527,107872,1006,830.98,10,487.78,0.93,0.83,0.59,Prospects,45-54
2025-01-26,Social,CMP0257,Social_257,social,social,AS463,CR7763,61483,964,582.85,28,537.65,1.57,0.6,0.92,Loyalty,18-24
2025-01-26,Email,CMP0258,Email_258,email,email,AS578,CR6572,109676,2197,2823.06,35,3325.08,2.0,1.28,1.18,Lookalike,35-44
2025-01-26,Email,CMP0259,Email_259,email,email,AS258,CR8922,15250,329,301.71,9,302.58,2.16,0.92,1.0,Prospects,55+
2025-01-26,Email,CMP0260,Email_260,email,email,AS584,CR3248,41918,372,225.62,17,1965.98,0.89,0.61,8.71,Lookalike,45-54
2025-01-26,Affiliate,CMP0261,Affiliate_261,affiliate,affiliate,AS329,CR7799,115996,1061,1130.76,10,1172.59,0.91,1.07,1.04,Retargeting,35-44
2025-01-26,Affiliate,CMP0262,Affiliate_262,affiliate,affiliate,AS111,CR3319,113072,2563,1444.44,48,2738.48,2.27,0.56,1.9,Loyalty,35-44
2025-01-26,Affiliate,CMP0263,Affiliate_263,affiliate,affiliate,AS576,CR9291,129573,1890,2479.92,64,7101.47,1.46,1.31,2.86,Loyalty,45-54
2025-01-27,Search,CMP0264,Search_264,search,cpc,AS164,CR2355,42681,831,1115.99,8,775.05,1.95,1.34,0.69,Loyalty,18-24
2025-01-27,Search,CMP0265,Search_265,search,cpc,AS400,CR4298,49225,1431,1800.44,64,1046.54,2.91,1.26,0.58,Retargeting,45-54
2025-01-27,Search,CMP0266,Search_266,search,cpc,AS457,CR3169,52699,985,572.98,48,1860.03,1.87,0.58,3.25,Prospects,25-34
2025-01-27,Display,CMP0267,Display_267,display,banner,AS962,CR9333,137099,3683,4110.79,122,14075.87,2.69,1.12,3.42,Prospects,45-54
2025-01-27,Social,CMP0268,Social_268,social,social,AS618,CR8595,73534,2145,3146.96,56,4524.85,2.92,1.47,1.44,Loyalty,45-54
2025-01-27,Social,CMP0269,Social_269,social,social,AS511,CR1931,46297,522,682.98,4,181.44,1.13,1.31,0.27,Retargeting,18-24
2025-01-27,Social,CMP0270,Social_270,social,social,AS268,CR2268,18205,234,202.67,5,527.46,1.28,0.87,2.6,Loyalty,55+
2025-01-27,Email,CMP0271,Email_271,email,email,AS588,CR8007,31795,431,304.51,12,1249.3,1.35,0.71,4.1,Lookalike,25-34
2025-01-27,Email,CMP0272,Email_272,email,email,AS501,CR1362,61099,614,676.53,25,1662.69,1.0,1.1,2.46,Retargeting,55+
2025-01-27,Email,CMP0273,Email_273,email,email,AS584,CR1746,17661,299,103.36,6,269.41,1.69,0.35,2.61,Retargeting,18-24
2025-01-27,Affiliate,CMP0274,Affiliate_274,affiliate,affiliate,AS811,CR6956,100452,1778,614.51,51,4809.31,1.77,0.35,7.83,Retargeting,35-44
2025-01-27,Affiliate,CMP0275,Affiliate_275,affiliate,affiliate,AS513,CR5082,132463,936,371.54,7,271.22,0.71,0.4,0.73,Retargeting,45-54
2025-01-27,Affiliate,CMP0276,Affiliate_276,affiliate,affiliate,AS661,CR4134,102809,1848,2459.93,60,3099.25,1.8,1.33,1.26,Prospects,25-34
2025-01-28,Search,CMP0277,Search_277,search,cpc,AS506,CR2825,52070,1038,1465.32,42,4307.7,1.99,1.41,2.94,Prospects,18-24
2025-01-28,Search,CMP0278,Search_278,search,cpc,AS845,CR8521,33044,940,332.22,11,1161.38,2.84,0.35,3.5,Lookalike,35-44
2025-01-28,Search,CMP0279,Search_279,search,cpc,AS184,CR5723,71249,557,114.2,26,818.18,0.78,0.21,7.16,Loyalty,35-44
2025-01-28,Display,CMP0280,Display_280,display,banner,AS194,CR8332,80086,1915,2423.79,72,7509.06,2.39,1.27,3.1,Prospects,55+
2025-01-28,Display,CMP0281,Display_281,display,banner,AS603,CR2703,17295,185,53.41,5,499.52,1.07,0.29,9.35,Lookalike,55+
2025-01-28,Display,CMP0282,Display_282,display,banner,AS624,CR7127,111835,1357,899.29,27,2045.36,1.21,0.66,2.27,Retargeting,55+
2025-01-28,Social,CMP0283,Social_283,social,social,AS236,CR3258,32951,272,75.19,9,310.89,0.82,0.28,4.13,Retargeting,55+
2025-01-28,Social,CMP0284,Social_284,social,social,AS401,CR4920,119958,2259,2497.74,76,6577.06,1.88,1.11,2.63,Retargeting,55+
2025-01-28,Email,CMP0285,Email_285,email,email,AS993,CR6066,115623,1998,889.94,39,3126.08,1.73,0.45,3.51,Loyalty,35-44
2025-01-28,Email,CMP0286,Email_286,email,email,AS275,CR3494,77471,2122,2208.59,59,3178.36,2.74,1.04,1.44,Retargeting,55+
2025-01-28,Email,CMP0287,Email_287,email,email,AS397,CR7870,71793,371,78.68,11,1253.91,0.52,0.21,15.94,Prospects,35-44
2025-01-28,Affiliate,CMP0288,Affiliate_288,affiliate,affiliate,AS902,CR6674,116306,997,891.16,10,719.92,0.86,0.89,0.81,Prospects,18-24
2025-01-28,Affiliate,CMP0289,Affiliate_289,affiliate,affiliate,AS165,CR6349,43628,355,515.98,15,486.96,0.81,1.45,0.94,Lookalike,35-44
2025-01-28,Affiliate,CMP0290,Affiliate_290,affiliate,affiliate,AS447,CR7660,115826,2957,3247.18,116,11237.33,2.55,1.1,3.46,Loyalty,18-24
2025-01-29,Search,CMP0291,Search_291,search,cpc,AS356,CR3781,124409,3640,1940.86,179,4605.55,2.93,0.53,2.37,Loyalty,35-44
2025-01-29,Display,CMP0292,Display_292,display,banner,AS386,CR5714,76688,1766,1037.28,66,6062.28,2.3,0.59,5.84,Retargeting,45-54
2025-01-29,Display,CMP0293,Display_293,display,banner,AS331,CR2782,34592,484,484.78,23,763.26,1.4,1.0,1.57,Loyalty,45-54
2025-01-29,Display,CMP0294,Display_294,display,banner,AS873,CR1076,53641,1549,609.76,19,424.83,2.89,0.39,0.7,Retargeting,35-44
2025-01-29,Social,CMP0295,Social_295,social,social,AS771,CR7741,148737,4188,1156.46,63,6519.32,2.82,0.28,5.64,Lookalike,45-54
2025-01-29,Social,CMP0296,Social_296,social,social,AS830,CR5571,12863,253,179.63,5,330.65,1.96,0.71,1.84,Retargeting,25-34
2025-01-29,Email,CMP0297,Email_297,email,email,AS233,CR2602,11762,258,116.05,11,1298.22,2.19,0.45,11.19,Lookalike,18-24
2025-01-29,Affiliate,CMP0298,Affiliate_298,affiliate,affiliate,AS417,CR5584,70088,1570,993.2,15,1217.1,2.24,0.63,1.23,Retargeting,55+
2025-01-29,Affiliate,CMP0299,Affiliate_299,affiliate,affiliate,AS477,CR6558,62378,1204,1780.26,7,211.91,1.93,1.48,0.12,Prospects,45-54
2025-01-30,Search,CMP0300,Search_300,search,cpc,AS984,CR2026,100379,1976,637.41,13,892.86,1.97,0.32,1.4,Retargeting,25-34
2025-01-30,Display,CMP0301,Display_301,display,banner,AS435,CR6247,140321,3486,3548.23,55,3804.17,2.48,1.02,1.07,Prospects,55+
2025-01-30,Social,CMP0302,Social_302,social,social,AS388,CR9423,138371,2411,3297.42,120,13869.52,1.74,1.37,4.21,Lookalike,18-24
2025-01-30,Social,CMP0303,Social_303,social,social,AS126,CR6310,79309,1325,1932.87,28,888.92,1.67,1.46,0.46,Lookalike,35-44
2025-01-30,Email,CMP0304,Email_304,email,email,AS526,CR6353,52646,1278,907.81,20,912.35,2.43,0.71,1.01,Retargeting,25-34
2025-01-30,Affiliate,CMP0305,Affiliate_305,affiliate,affiliate,AS770,CR2241,133903,2897,1200.07,19,918.42,2.16,0.41,0.77,Loyalty,55+
2025-01-30,Affiliate,CMP0306,Affiliate_306,affiliate,affiliate,AS527,CR5334,59066,1318,1668.06,36,1047.53,2.23,1.27,0.63,Lookalike,45-54
2025-01-31,Search,CMP0307,Search_307,search,cpc,AS548,CR9978,45571,835,1045.4,11,1164.86,1.83,1.25,1.11,Retargeting,55+
2025-01-31,Search,CMP0308,Search_308,search,cpc,AS994,CR3010,26386,278,122.36,8,419.33,1.05,0.44,3.43,Retargeting,45-54
2025-01-31,Search,CMP0309,Search_309,search,cpc,AS611,CR4764,145299,1664,1356.83,71,2782.63,1.15,0.82,2.05,Lookalike,18-24
2025-01-31,Display,CMP0310,Display_310,display,banner,AS380,CR5452,20553,453,526.35,22,1287.35,2.2,1.16,2.45,Loyalty,55+
2025-01-31,Display,CMP0311,Display_311,display,banner,AS231,CR6024,86476,831,422.44,12,1131.03,0.96,0.51,2.68,Retargeting,45-54
2025-01-31,Display,CMP0312,Display_312,display,banner,AS430,CR7566,144259,4212,1597.11,37,3288.68,2.92,0.38,2.06,Prospects,55+
2025-01-31,Social,CMP0313,Social_313,social,social,AS108,CR4011,27254,433,597.87,11,548.75,1.59,1.38,0.92,Retargeting,18-24
2025-01-31,Email,CMP0314,Email_314,email,email,AS364,CR9239,144140,2759,3102.93,77,7837.07,1.91,1.12,2.53,Lookalike,55+
2025-01-31,Email,CMP0315,Email_315,email,email,AS271,CR5815,89403,704,803.47,10,334.91,0.79,1.14,0.42,Loyalty,18-24
2025-01-31,Email,CMP0316,Email_316,email,email,AS189,CR1458,65634,1132,615.01,28,2296.36,1.72,0.54,3.73,Loyalty,35-44
2025-01-31,Affiliate,CMP0317,Affiliate_317,affiliate,affiliate,AS310,CR6332,104714,584,403.17,13,757.41,0.56,0.69,1.88,Retargeting,45-54
2025-01-31,Affiliate,CMP0318,Affiliate_318,affiliate,affiliate,AS490,CR2416,28055,146,35.54,5,238.51,0.52,0.24,6.71,Prospects,45-54
2025-02-01,Search,CMP0319,Search_319,search,cpc,AS712,CR7695,30719,620,268.75,19,1758.97,2.02,0.43,6.55,Loyalty,55+
2025-02-01,Display,CMP0320,Display_320,display,banner,AS793,CR3567,52419,1476,1564.99,13,935.09,2.82,1.06,0.6,Prospects,35-44
2025-02-01,Display,CMP0321,Display_321,display,banner,AS615,CR3322,18547,100,99.58,4,181.34,0.53,1.0,1.82,Retargeting,45-54
2025-02-01,Social,CMP0322,Social_322,social,social,AS683,CR7142,24697,713,430.8,17,308.17,2.88,0.6,0.72,Retargeting,25-34
2025-02-01,Social,CMP0323,Social_323,social,social,AS914,CR5307,92860,731,659.57,25,2884.27,0.79,0.9,4.37,Retargeting,25-34
2025-02-01,Social,CMP0324,Social_324,social,social,AS219,CR8469,29679,631,541.2,17,1844.33,2.13,0.86,3.41,Loyalty,55+
2025-02-01,Email,CMP0325,Email_325,email,email,AS977,CR8971,99974,1939,1851.54,74,5854.08,1.94,0.95,3.16,Prospects,18-24
2025-02-01,Email,CMP0326,Email_326,email,email,AS207,CR4979,73100,1337,1388.72,64,4828.26,1.83,1.04,3.48,Lookalike,45-54
2025-02-01,Email,CMP0327,Email_327,email,email,AS169,CR2681,36070,1040,921.97,43,872.06,2.88,0.89,0.95,Retargeting,45-54
2025-02-01,Affiliate,CMP0328,Affiliate_328,affiliate,affiliate,AS554,CR8987,56633,924,713.79,32,3559.39,1.63,0.77,4.99,Loyalty,45-54
2025-02-02,Search,CMP0329,Search_329,search,cpc,AS843,CR9361,119835,1059,1437.76,50,5995.84,0.88,1.36,4.17,Prospects,55+
2025-02-02,Search,CMP0330,Search_330,search,cpc,AS650,CR2987,30761,268,339.59,13,680.8,0.87,1.27,2.0,Lookalike,55+
2025-02-02,Display,CMP0331,Display_331,display,banner,AS916,CR3922,146087,3839,3966.87,97,6057.86,2.63,1.03,1.53,Prospects,45-54
2025-02-02,Display,CMP0332,Display_332,display,banner,AS483,CR6263,104634,2275,2833.45,51,3251.27,2.17,1.25,1.15,Prospects,25-34
2025-02-02,Display,CMP0333,Display_333,display,banner,AS228,CR7267,10336,242,317.59,8,925.91,2.33,1.31,2.92,Prospects,25-34
2025-02-02,Social,CMP0334,Social_334,social,social,AS367,CR9048,110775,1619,2352.93,64,2283.11,1.46,1.45,0.97,Retargeting,55+
2025-02-02,Social,CMP0335,Social_335,social,social,AS744,CR8144,76192,1904,514.14,72,4736.21,2.5,0.27,9.21,Lookalike,25-34
2025-02-02,Email,CMP0336,Email_336,email,email,AS979,CR2945,84127,792,1104.31,25,1387.53,0.94,1.39,1.26,Prospects,25-34
2025-02-02,Email,CMP0337,Email_337,email,email,AS549,CR4692,142684,2789,2205.08,71,7183.57,1.95,0.79,3.26,Prospects,35-44
2025-02-02,Affiliate,CMP0338,Affiliate_338,affiliate,affiliate,AS136,CR8878,111040,1373,1413.52,44,4825.22,1.24,1.03,3.41,Lookalike,45-54
2025-02-03,Search,CMP0339,Search_339,search,cpc,AS882,CR5839,45220,894,969.19,16,672.58,1.98,1.08,0.69,Prospects,35-44
2025-02-03,Search,CMP0340,Search_340,search,cpc,AS844,CR1564,21391,610,443.29,9,459.9,2.85,0.73,1.04,Retargeting,25-34
2025-02-03,Search,CMP0341,Search_341,search,cpc,AS288,CR3557,128581,2001,724.83,63,6881.52,1.56,0.36,9.49,Lookalike,55+
2025-02-03,Display,CMP0342,Display_342,display,banner,AS829,CR8509,74309,1920,1793.23,18,2124.05,2.58,0.93,1.18,Retargeting,35-44
2025-02-03,Display,CMP0343,Display_343,display,banner,AS387,CR9698,74312,1262,652.61,48,1288.45,1.7,0.52,1.97,Lookalike,45-54
2025-02-03,Social,CMP0344,Social_344,social,social,AS970,CR5569,113404,2051,884.24,22,1747.99,1.81,0.43,1.98,Lookalike,35-44
2025-02-03,Social,CMP0345,Social_345,social,social,AS629,CR7276,129334,2266,1144.14,46,1608.96,1.75,0.5,1.41,Loyalty,45-54
2025-02-03,Social,CMP0346,Social_346,social,social,AS108,CR8130,126114,3759,1532.35,146,6595.52,2.98,0.41,4.3,Loyalty,25-34
2025-02-03,Email,CMP0347,Email_347,email,email,AS166,CR2719,17517,455,644.34,6,253.41,2.6,1.42,0.39,Retargeting,35-44
2025-02-03,Email,CMP0348,Email_348,email,email,AS110,CR6311,146867,1566,1292.63,26,2783.34,1.07,0.83,2.15,Loyalty,55+
2025-02-03,Email,CMP0349,Email_349,email,email,AS549,CR1389,148619,4365,3425.74,67,3056.87,2.94,0.78,0.89,Loyalty,25-34
2025-02-03,Affiliate,CMP0350,Affiliate_350,affiliate,affiliate,AS550,CR9489,109914,1865,1767.36,93,3662.53,1.7,0.95,2.07,Prospects,45-54
2025-02-04,Search,CMP0351,Search_351,search,cpc,AS254,CR8736,136513,740,369.0,20,916.98,0.54,0.5,2.49,Retargeting,18-24
2025-02-04,Search,CMP0352,Search_352,search,cpc,AS705,CR6869,79404,1401,298.25,25,964.13,1.76,0.21,3.23,Loyalty,45-54
2025-02-04,Display,CMP0353,Display_353,display,banner,AS776,CR5262,57374,1100,1141.07,20,948.62,1.92,1.04,0.83,Lookalike,35-44
2025-02-04,Display,CMP0354,Display_354,display,banner,AS534,CR4561,83820,973,792.18,41,4126.23,1.16,0.81,5.21,Lookalike,18-24
2025-02-04,Display,CMP0355,Display_355,display,banner,AS405,CR4001,21390,372,164.45,6,364.58,1.74,0.44,2.22,Loyalty,35-44
2025-02-04,Social,CMP0356,Social_356,social,social,AS593,CR7401,88073,2270,547.27,70,5527.34,2.58,0.24,10.1,Prospects,45-54
2025-02-04,Email,CMP0357,Email_357,email,email,AS757,CR6388,106427,1946,907.26,15,1150.29,1.83,0.47,1.27,Retargeting,25-34
2025-02-04,Affiliate,CMP0358,Affiliate_358,affiliate,affiliate,AS258,CR8268,74303,1479,799.99,10,265.18,1.99,0.54,0.33,Lookalike,35-44
2025-02-05,Search,CMP0359,Search_359,search,cpc,AS649,CR6954,25196,733,482.41,34,1156.32,2.91,0.66,2.4,Loyalty,25-34
2025-02-05,Search,CMP0360,Search_360,search,cpc,AS540,CR4606,139101,2305,477.51,96,11020.9,1.66,0.21,23.08,Prospects,55+
2025-02-05,Search,CMP0361,Search_361,search,cpc,AS788,CR5514,124774,3038,2024.89,140,6454.98,2.43,0.67,3.19,Prospects,25-34
2025-02-05,Display,CMP0362,Display_362,display,banner,AS117,CR4871,85457,2353,3470.48,47,5289.67,2.75,1.47,1.52,Loyalty,18-24
2025-02-05,Display,CMP0363,Display_363,display,banner,AS960,CR2860,14322,310,206.5,12,939.23,2.16,0.67,4.55,Retargeting,18-24
2025-02-05,Social,CMP0364,Social_364,social,social,AS773,CR7074,61221,959,1284.24,16,372.39,1.57,1.34,0.29,Loyalty,55+
2025-02-05,Social,CMP0365,Social_365,social,social,AS749,CR7262,47792,943,220.95,46,4928.9,1.97,0.23,22.31,Loyalty,55+
2025-02-05,Email,CMP0366,Email_366,email,email,AS919,CR3982,16845,244,359.27,9,287.13,1.44,1.47,0.8,Lookalike,55+
2025-02-05,Email,CMP0367,Email_367,email,email,AS396,CR1515,18181,342,207.66,3,54.24,1.88,0.61,0.26,Retargeting,35-44
2025-02-05,Affiliate,CMP0368,Affiliate_368,affiliate,affiliate,AS821,CR4676,125842,683,632.98,20,1967.21,0.54,0.93,3.11,Prospects,25-34
